cod_pedido,cod_articulo,nombre_articulo,nucleo,grosor,firmeza,sexo,altura,peso,imc,valoracion,molestias_antes,molestias_despues,duerme_en_pareja
3265,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,60.000,22.000,4.000,0,0,0
3736,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.680,60.000,21.000,5.000,0,0,1
3736,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.880,100.000,28.000,5.000,1,0,1
3736,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.680,60.000,21.000,5.000,0,0,1
3736,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.880,100.000,28.000,5.000,1,0,1
3975,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,75.000,28.000,4.000,1,1,0
3975,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,75.000,28.000,4.000,1,1,0
4050,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,55.000,20.000,3.000,1,1,0
4050,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,55.000,20.000,3.000,1,1,0
4610,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.750,54.000,18.000,5.000,0,0,0
4610,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.750,54.000,18.000,5.000,0,0,0
4770,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,60.000,22.000,5.000,1,1,1
4770,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.650,60.000,22.000,5.000,0,1,1
4770,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,60.000,22.000,5.000,1,1,1
4770,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.650,60.000,22.000,5.000,0,1,1
4840,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,110.000,36.000,4.000,0,1,0
4840,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,110.000,36.000,4.000,0,1,0
4923,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.600,65.000,25.000,5.000,0,0,1
4923,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.780,81.000,26.000,5.000,0,0,1
4923,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.600,65.000,25.000,5.000,0,0,1
4923,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.780,81.000,26.000,5.000,0,0,1
5079,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.640,60.000,22.000,4.000,0,0,1
5079,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.860,88.000,25.000,4.000,0,0,1
5079,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.640,60.000,22.000,4.000,0,0,1
5079,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.860,88.000,25.000,4.000,0,0,1
5188,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.730,56.000,19.000,4.000,1,0,0
5188,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.730,56.000,19.000,4.000,1,0,0
5243,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,78.000,29.000,5.000,1,0,0
5243,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,78.000,29.000,5.000,1,0,0
5436,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.680,60.000,21.000,5.000,0,0,0
5436,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.680,60.000,21.000,5.000,0,0,0
5677,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.760,58.000,19.000,5.000,0,0,1
5677,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.880,100.000,28.000,5.000,0,0,1
5677,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.760,58.000,19.000,5.000,0,0,1
5677,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.880,100.000,28.000,5.000,0,0,1
5764,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.680,65.000,23.000,5.000,0,0,1
5764,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.680,65.000,23.000,5.000,0,0,1
5941,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.700,60.000,21.000,5.000,0,0,1
5941,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.800,89.000,27.000,5.000,0,0,1
5941,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.700,60.000,21.000,5.000,0,0,1
5941,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.800,89.000,27.000,5.000,0,0,1
5945,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.680,71.000,25.000,4.000,0,0,1
5945,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,70.000,23.000,4.000,1,0,1
5945,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.680,71.000,25.000,4.000,0,0,1
5945,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,70.000,23.000,4.000,1,0,1
6153,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.540,59.000,25.000,5.000,0,0,1
6153,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,110.000,36.000,5.000,0,0,1
6153,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.540,59.000,25.000,5.000,0,0,1
6153,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,110.000,36.000,5.000,0,0,1
6177,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.490,61.000,27.000,5.000,0,0,1
6177,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.700,80.000,28.000,5.000,1,1,1
6177,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.490,61.000,27.000,5.000,0,0,1
6177,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.700,80.000,28.000,5.000,1,1,1
6482,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.700,75.000,26.000,5.000,0,0,0
6482,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.700,75.000,26.000,5.000,0,0,0
6638,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.850,120.000,35.000,5.000,0,0,1
6638,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.800,90.000,28.000,5.000,0,0,1
6638,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.850,120.000,35.000,5.000,0,0,1
6638,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.800,90.000,28.000,5.000,0,0,1
6716,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.660,40.000,15.000,4.000,0,0,0
6716,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.660,40.000,15.000,4.000,0,0,0
6791,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.800,70.000,22.000,4.000,1,0,0
6791,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.800,70.000,22.000,4.000,1,0,0
6827,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.610,59.000,23.000,4.000,1,0,0
6827,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.610,59.000,23.000,4.000,1,0,0
6928,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.630,70.000,26.000,4.000,0,0,0
6928,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.630,70.000,26.000,4.000,0,0,0
6955,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,2.000,100.000,25.000,5.000,0,0,0
7201,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.550,60.000,25.000,3.000,0,0,1
7201,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,82.000,27.000,3.000,0,0,1
7201,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.550,60.000,25.000,3.000,0,0,1
7201,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,82.000,27.000,3.000,0,0,1
7329,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.600,65.000,25.000,4.000,0,0,1
7329,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.780,75.000,24.000,4.000,0,0,1
7397,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.660,54.000,20.000,5.000,1,0,1
7397,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.830,78.000,23.000,5.000,1,0,1
7397,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.660,54.000,20.000,5.000,1,0,1
7397,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.830,78.000,23.000,5.000,1,0,1
8900,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.700,50.000,17.000,4.000,0,0,0
10139,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.710,65.000,22.000,5.000,0,0,0
11125,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.900,92.000,25.000,4.000,0,0,0
11922,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.650,85.000,31.000,5.000,1,0,1
11922,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.750,100.000,33.000,5.000,0,0,1
12195,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.810,79.000,24.000,4.000,0,0,0
13855,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.620,65.000,25.000,5.000,0,0,0
16583,486,colchón Vitaplus,muelles Ensacados,26 cm,4,mujer,1.580,57.000,23.000,5.000,0,0,1
16583,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.700,69.000,24.000,5.000,0,0,1
17077,486,colchón Vitaplus,muelles Ensacados,26 cm,4,hombre,1.700,90.000,31.000,4.000,0,0,0
7642,521,colchoneta Game,muelles Ensacados,15 cm,3,mujer,1.750,90.000,29.000,4.000,0,0,0
16656,521,colchoneta Game,muelles Ensacados,15 cm,3,hombre,1.700,70.000,24.000,5.000,0,0,0
21190,521,colchoneta Game,muelles Ensacados,15 cm,3,hombre,1.700,70.000,24.000,5.000,0,0,0
12702,448,colchoneta Junior B,muelles,"16,6 cm",4,hombre,1.700,60.000,21.000,5.000,0,0,0
10389,885,Colchoneta Muelle Fresco,muelles,20 cm,3,hombre,1.820,90.000,27.000,4.000,0,0,0
12030,885,Colchoneta Muelle Fresco,muelles,18 cm,3,mujer,1.700,60.000,21.000,4.000,0,0,1
12030,885,Colchoneta Muelle Fresco,muelles,18 cm,3,hombre,1.750,80.000,26.000,4.000,0,0,1
12578,885,Colchoneta Muelle Fresco,muelles,20 cm,3,hombre,1.700,90.000,31.000,4.000,0,0,0
16894,885,Colchoneta Muelle Fresco,muelles,20 cm,3,mujer,1.650,65.000,24.000,5.000,0,0,0
24095,885,Colchoneta Muelle Fresco,muelles,20 cm,3,hombre,1.780,64.000,20.000,5.000,0,0,0
14386,918,colchoneta Ona,espumación HR,15 cm,4,hombre,1.850,70.000,20.000,5.000,0,0,0
14863,918,colchoneta Ona,espumación HR,15 cm,4,hombre,1.600,80.000,31.000,5.000,0,0,0
8829,738,colchoneta Relojes,espumación HR,15 cm,5,mujer,1.680,70.000,25.000,4.000,0,0,0
20191,737,Colchoneta Visco Bicis,espumación HR,15 cm,5,mujer,1.700,70.000,24.000,4.000,0,0,0
19279,1042,Comfort,muelles Ensacados,30 cm,4,mujer,1.660,56.000,20.000,5.000,1,0,1
19279,1042,Comfort,muelles Ensacados,30 cm,4,hombre,1.700,80.000,28.000,5.000,1,0,1
12430,902,Compás,espumación HR,22 cm,6,hombre,1.900,100.000,28.000,5.000,1,0,0
13707,902,Compás,espumación HR,22 cm,6,mujer,1.650,65.000,24.000,5.000,0,0,1
13707,902,Compás,espumación HR,22 cm,6,hombre,2.000,95.000,24.000,5.000,0,0,1
17553,902,Compás,espumación HR,22 cm,6,mujer,1.600,80.000,31.000,5.000,0,0,0
8344,710,Compás (Pikolín),espumación HR,20 cm,4,hombre,1.750,70.000,23.000,4.000,0,0,0
8344,710,Compás (Pikolín),espumación HR,20 cm,4,hombre,1.750,70.000,23.000,4.000,0,0,0
8876,655,Cool Graph,espumación HR,28 cm,3,mujer,1.700,66.000,23.000,5.000,0,0,1
8876,655,Cool Graph,espumación HR,28 cm,3,hombre,1.800,70.000,22.000,5.000,0,0,1
12068,899,Coral,muelles Ensacados,29 cm,4,hombre,1.800,110.000,34.000,5.000,0,0,0
12083,899,Coral,muelles Ensacados,29 cm,4,mujer,1.550,70.000,29.000,5.000,1,1,0
12194,899,Coral,muelles Ensacados,29 cm,4,hombre,1.700,80.000,28.000,4.000,0,0,0
6438,719,Corintio,muelles,30 cm,4,hombre,1.800,98.000,30.000,4.000,0,0,0
6438,719,Corintio,muelles,30 cm,4,hombre,1.800,98.000,30.000,4.000,0,0,0
8881,719,Corintio,muelles,30 cm,4,hombre,1.750,75.000,24.000,3.000,0,0,0
9297,719,Corintio,muelles,30 cm,4,mujer,1.700,58.000,20.000,4.000,0,0,1
9297,719,Corintio,muelles,30 cm,4,hombre,1.850,90.000,26.000,4.000,0,0,1
17166,719,Corintio,muelles,30 cm,4,mujer,1.700,60.000,21.000,4.000,0,0,1
17166,719,Corintio,muelles,30 cm,4,hombre,1.800,85.000,26.000,4.000,0,0,1
13046,906,D´Or,muelles Ensacados,23 cm,4,hombre,1.710,72.000,25.000,4.000,0,0,0
13223,906,D´Or,muelles Ensacados,23 cm,4,hombre,1.730,80.000,27.000,5.000,0,0,0
15766,906,D´Or,muelles Ensacados,25 cm,4,mujer,1.600,69.000,27.000,5.000,1,1,0
16163,906,D´Or,muelles Ensacados,25 cm,4,mujer,1.650,56.000,21.000,4.000,0,0,1
16163,906,D´Or,muelles Ensacados,25 cm,4,hombre,1.700,70.000,24.000,4.000,0,0,1
17288,906,D´Or,muelles Ensacados,25 cm,4,hombre,1.840,104.000,31.000,4.000,0,0,0
19666,906,D´Or,muelles Ensacados,25 cm,4,hombre,1.700,76.000,26.000,4.000,0,0,0
22129,906,D´Or,muelles Ensacados,25 cm,4,mujer,1.650,55.000,20.000,5.000,0,0,1
22129,906,D´Or,muelles Ensacados,25 cm,4,hombre,1.900,87.000,24.000,5.000,0,0,1
27937,906,D´Or,muelles Ensacados,25 cm,4,mujer,1.700,80.000,28.000,5.000,0,0,1
27937,906,D´Or,muelles Ensacados,25 cm,4,hombre,1.720,80.000,27.000,5.000,0,0,1
4460,528,DL 18,látex,21 cm,3,mujer,1.700,65.000,22.000,5.000,0,0,1
4460,528,DL 18,látex,21 cm,3,hombre,1.700,70.000,24.000,5.000,1,1,1
4460,528,DL 18,látex,21 cm,3,mujer,1.700,65.000,22.000,5.000,0,0,1
4460,528,DL 18,látex,21 cm,3,hombre,1.700,70.000,24.000,5.000,1,1,1
28652,1193,"Do it Yourself, a medida",espumación HR,25 cm,4,mujer,1.630,75.000,28.000,5.000,0,0,0
28707,1193,"Do it Yourself, a medida",espumación HR,25 cm,4,hombre,1.800,80.000,25.000,5.000,1,0,0
30575,1193,"Do it Yourself, a medida",espumación HR,25 cm,4,hombre,1.830,95.000,28.000,5.000,0,0,0
13227,823,Doble Confort,muelles,26 cm,3,mujer,1.630,60.000,23.000,5.000,0,0,0
13986,823,Doble Confort,muelles,26 cm,3,mujer,1.640,60.000,22.000,4.000,0,0,0
14800,823,Doble Confort,muelles,26 cm,3,hombre,1.900,110.000,30.000,5.000,0,0,0
17699,823,Doble Confort,muelles,26 cm,3,hombre,1.730,70.000,23.000,5.000,0,0,0
19956,823,Doble Confort,muelles,26 cm,3,hombre,1.800,80.000,25.000,5.000,0,0,0
25330,823,Doble Confort,muelles,26 cm,3,mujer,1.670,55.000,20.000,5.000,0,0,1
25330,823,Doble Confort,muelles,26 cm,3,hombre,1.900,90.000,25.000,5.000,0,0,1
11362,524,Dormifoam Visco,espumación HR,27 cm,4,hombre,1.750,70.000,23.000,4.000,1,0,0
14509,524,Dormifoam Visco,espumación HR,27 cm,4,mujer,1.550,58.000,24.000,5.000,1,1,0
9167,525,Dormivisco,espumación HR,24 cm,4,mujer,1.650,58.000,21.000,5.000,1,0,1
9167,525,Dormivisco,espumación HR,24 cm,4,hombre,1.780,85.000,27.000,5.000,1,0,1
8126,709,Draco (Pikolín),espumación HR,"24,5 cm",4,mujer,1.690,85.000,30.000,5.000,0,0,1
8126,709,Draco (Pikolín),espumación HR,"24,5 cm",4,hombre,1.700,80.000,28.000,5.000,0,0,1
8257,709,Draco (Pikolín),espumación HR,"24,5 cm",4,mujer,1.750,65.000,21.000,5.000,1,0,1
8257,709,Draco (Pikolín),espumación HR,"24,5 cm",4,hombre,1.800,80.000,25.000,5.000,1,0,1
8257,709,Draco (Pikolín),espumación HR,"24,5 cm",4,mujer,1.750,65.000,21.000,5.000,1,0,1
8257,709,Draco (Pikolín),espumación HR,"24,5 cm",4,hombre,1.800,80.000,25.000,5.000,1,0,1
8557,709,Draco (Pikolín),espumación HR,"24,5 cm",4,hombre,1.780,77.000,24.000,4.000,1,1,0
8557,709,Draco (Pikolín),espumación HR,"24,5 cm",4,hombre,1.780,77.000,24.000,4.000,1,1,0
9682,709,Draco (Pikolín),espumación HR,"24,5 cm",5,hombre,1.760,70.000,23.000,5.000,0,0,0
11580,709,Draco (Pikolín),espumación HR,"24,5 cm",5,mujer,1.670,60.000,22.000,5.000,1,0,0
13111,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.580,55.000,22.000,5.000,0,0,1
13111,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.800,77.000,24.000,5.000,0,0,1
13186,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.700,70.000,24.000,5.000,0,0,1
13186,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.800,80.000,25.000,5.000,0,0,1
13220,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.750,65.000,21.000,5.000,0,0,0
16717,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.560,47.000,19.000,2.000,1,1,0
16799,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.670,85.000,30.000,5.000,1,0,1
16799,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.650,100.000,37.000,5.000,1,0,1
16933,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.780,85.000,27.000,5.000,1,0,0
17175,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.740,70.000,23.000,5.000,0,0,0
17238,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.720,61.000,21.000,5.000,0,0,1
17238,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.900,93.000,26.000,5.000,0,0,1
19545,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.760,76.000,25.000,2.000,1,1,1
19545,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,2.000,110.000,28.000,2.000,1,1,1
20786,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.740,123.000,41.000,4.000,0,0,0
21039,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.700,80.000,28.000,4.000,1,1,0
21311,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.760,80.000,26.000,5.000,0,0,0
21916,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.650,55.000,20.000,5.000,0,0,1
21916,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.750,90.000,29.000,5.000,0,0,1
23295,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.710,59.000,20.000,5.000,1,0,0
23446,709,Draco (Pikolín),espumación HR,26 cm,5,mujer,1.550,70.000,29.000,5.000,1,0,1
23446,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.650,80.000,29.000,5.000,0,0,1
24699,709,Draco (Pikolín),espumación HR,26 cm,5,hombre,1.830,130.000,39.000,5.000,1,0,0
5194,689,Dream,espumación HR,30 cm,4,mujer,1.620,67.000,26.000,5.000,1,1,0
5194,689,Dream,espumación HR,30 cm,4,mujer,1.620,67.000,26.000,5.000,1,1,0
6777,689,Dream,espumación HR,30 cm,4,hombre,1.720,72.000,24.000,4.000,0,0,0
6777,689,Dream,espumación HR,30 cm,4,hombre,1.720,72.000,24.000,4.000,0,0,0
7012,689,Dream,espumación HR,30 cm,4,mujer,1.650,60.000,22.000,2.000,0,1,1
7012,689,Dream,espumación HR,30 cm,4,hombre,1.870,103.000,29.000,2.000,0,0,1
7012,689,Dream,espumación HR,30 cm,4,mujer,1.650,60.000,22.000,2.000,0,1,1
7012,689,Dream,espumación HR,30 cm,4,hombre,1.870,103.000,29.000,2.000,0,0,1
9553,863,Dream,muelles,31 cm,4,mujer,1.630,68.000,26.000,5.000,1,0,1
9553,863,Dream,muelles,31 cm,4,hombre,1.750,78.000,25.000,5.000,0,0,1
10476,863,Dream,muelles,31 cm,4,mujer,1.680,66.000,23.000,4.000,1,0,1
10476,863,Dream,muelles,31 cm,4,hombre,1.780,78.000,25.000,4.000,1,0,1
12085,863,Dream,muelles,31 cm,4,mujer,1.720,62.000,21.000,5.000,0,0,1
12085,863,Dream,muelles,31 cm,4,hombre,1.750,70.000,23.000,5.000,0,0,1
12186,863,Dream,muelles,31 cm,4,hombre,1.800,75.000,23.000,4.000,0,0,0
12264,863,Dream,muelles,31 cm,4,hombre,1.850,84.000,25.000,5.000,0,0,0
12681,863,Dream,muelles,31 cm,4,hombre,1.830,85.000,25.000,5.000,0,0,0
13203,863,Dream,muelles,31 cm,4,hombre,1.940,88.000,23.000,4.000,1,0,0
13454,863,Dream,muelles,31 cm,4,hombre,1.750,90.000,29.000,4.000,0,0,0
13512,863,Dream,muelles,31 cm,4,hombre,1.800,85.000,26.000,4.000,0,1,0
13530,863,Dream,muelles,31 cm,4,hombre,1.800,70.000,22.000,5.000,0,0,0
14253,863,Dream,muelles,31 cm,4,hombre,1.680,95.000,34.000,4.000,0,0,0
16839,863,Dream,muelles,31 cm,4,mujer,1.600,70.000,27.000,5.000,0,0,1
16839,863,Dream,muelles,31 cm,4,hombre,1.700,75.000,26.000,5.000,0,0,1
17370,863,Dream,muelles,31 cm,4,mujer,1.600,52.000,20.000,2.000,0,0,1
17370,863,Dream,muelles,31 cm,4,hombre,1.920,125.000,34.000,4.000,0,0,1
18414,863,Dream,muelles,31 cm,4,mujer,1.600,75.000,29.000,4.000,0,0,1
18414,863,Dream,muelles,31 cm,4,hombre,1.700,110.000,38.000,4.000,1,0,1
20980,863,Dream,muelles,31 cm,4,mujer,1.740,56.000,18.000,5.000,0,0,1
20980,863,Dream,muelles,31 cm,4,hombre,1.930,80.000,21.000,5.000,0,0,1
21610,863,Dream,muelles,31 cm,4,mujer,1.600,60.000,23.000,5.000,0,0,1
21610,863,Dream,muelles,31 cm,4,hombre,1.770,77.000,25.000,5.000,0,0,1
24540,863,Dream,muelles,31 cm,4,mujer,1.650,60.000,22.000,5.000,0,0,1
24540,863,Dream,muelles,31 cm,4,hombre,1.810,98.000,30.000,5.000,0,0,1
26324,863,Dream,muelles,31 cm,4,hombre,1.750,100.000,33.000,5.000,0,0,0
9236,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.820,80.000,24.000,5.000,0,0,0
10627,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.800,88.000,27.000,4.000,0,0,0
10698,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.680,65.000,23.000,4.000,0,0,0
11032,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,mujer,1.600,52.000,20.000,5.000,1,1,1
11032,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.690,74.000,26.000,5.000,0,0,1
11667,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,mujer,1.700,75.000,26.000,4.000,0,0,1
11667,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.870,80.000,23.000,4.000,0,0,1
13023,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,mujer,1.700,80.000,28.000,5.000,0,0,0
15203,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.700,85.000,29.000,5.000,0,0,0
16247,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,mujer,1.600,50.000,20.000,4.000,0,0,1
16247,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.850,95.000,28.000,4.000,0,0,1
16553,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.700,70.000,24.000,4.000,0,0,0
20442,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,mujer,1.700,60.000,21.000,5.000,0,0,1
20442,866,E-Core Smart Pik (Pikolín),espumación HR,31 cm,3,hombre,1.900,90.000,25.000,5.000,1,0,1
15024,865,E-Mood Smart Pik,muelles,29 cm,4,hombre,1.750,72.000,24.000,5.000,1,0,0
15416,938,Elyo,espumación HR,31 cm,3,hombre,1.900,78.000,22.000,4.000,0,0,0
18287,938,Elyo,espumación HR,31 cm,3,mujer,1.600,60.000,23.000,5.000,0,0,1
18287,938,Elyo,espumación HR,31 cm,3,hombre,1.700,88.000,30.000,4.000,1,1,1
7684,813,Ensacado Basic,muelles Ensacados,26 cm,4,mujer,1.750,60.000,20.000,5.000,0,0,1
7684,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.850,120.000,35.000,5.000,0,0,1
7684,813,Ensacado Basic,muelles Ensacados,26 cm,4,mujer,1.750,60.000,20.000,5.000,0,0,1
7684,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.850,120.000,35.000,5.000,0,0,1
7771,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.730,65.000,22.000,5.000,0,0,0
7771,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.730,65.000,22.000,5.000,0,0,0
7937,813,Ensacado Basic,muelles Ensacados,26 cm,4,mujer,1.750,70.000,23.000,5.000,0,0,1
7937,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.700,70.000,24.000,5.000,0,0,1
8286,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.850,92.000,27.000,3.000,0,0,0
8286,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.850,92.000,27.000,3.000,0,0,0
8427,813,Ensacado Basic,muelles Ensacados,26 cm,4,mujer,1.700,75.000,26.000,4.000,1,0,1
8427,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.800,100.000,31.000,4.000,0,0,1
8427,813,Ensacado Basic,muelles Ensacados,26 cm,4,mujer,1.700,75.000,26.000,4.000,1,0,1
8427,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.800,100.000,31.000,4.000,0,0,1
8485,813,Ensacado Basic,muelles Ensacados,26 cm,4,mujer,1.740,65.000,21.000,5.000,0,0,0
8485,813,Ensacado Basic,muelles Ensacados,26 cm,4,mujer,1.740,65.000,21.000,5.000,0,0,0
8527,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.820,72.000,22.000,5.000,1,1,0
8527,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.820,72.000,22.000,5.000,1,1,0
8627,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.700,69.000,24.000,4.000,1,1,0
8627,813,Ensacado Basic,muelles Ensacados,26 cm,4,hombre,1.700,69.000,24.000,4.000,1,1,0
