cod_pedido,cod_articulo,nombre_articulo,nucleo,grosor,firmeza,sexo,altura,peso,imc,valoracion,molestias_antes,molestias_despues,duerme_en_pareja
4637,662,Acorde,espumación HR,28 cm,5,hombre,1.700,70.000,24.000,5.000,0,0,0
4637,662,Acorde,espumación HR,28 cm,5,hombre,1.700,70.000,24.000,5.000,0,0,0
5752,662,Acorde,espumación HR,28 cm,5,mujer,1.690,62.000,22.000,2.000,0,0,1
5752,662,Acorde,espumación HR,28 cm,5,hombre,1.900,125.000,35.000,2.000,0,0,1
5752,662,Acorde,espumación HR,28 cm,5,mujer,1.690,62.000,22.000,2.000,0,0,1
5752,662,Acorde,espumación HR,28 cm,5,hombre,1.900,125.000,35.000,2.000,0,0,1
6619,662,Acorde,espumación HR,28 cm,5,mujer,1.630,58.000,22.000,5.000,1,0,1
6619,662,Acorde,espumación HR,28 cm,5,hombre,1.700,60.000,21.000,5.000,1,0,1
6619,662,Acorde,espumación HR,28 cm,5,mujer,1.630,58.000,22.000,5.000,1,0,1
6619,662,Acorde,espumación HR,28 cm,5,hombre,1.700,60.000,21.000,5.000,1,0,1
7168,662,Acorde,espumación HR,28 cm,5,mujer,1.650,60.000,22.000,5.000,0,0,1
7168,662,Acorde,espumación HR,28 cm,5,hombre,1.800,70.000,22.000,5.000,1,0,1
7168,662,Acorde,espumación HR,28 cm,5,mujer,1.650,60.000,22.000,5.000,0,0,1
7168,662,Acorde,espumación HR,28 cm,5,hombre,1.800,70.000,22.000,5.000,1,0,1
20347,887,Active Visco,espumación HR,22 cm,4,hombre,1.860,84.000,24.000,5.000,0,0,0
21167,887,Active Visco,espumación HR,22 cm,4,mujer,1.650,70.000,26.000,4.000,1,0,1
21167,887,Active Visco,espumación HR,22 cm,4,hombre,1.800,75.000,23.000,4.000,1,0,1
21408,887,Active Visco,espumación HR,22 cm,4,hombre,1.780,110.000,35.000,4.000,0,0,0
24666,887,Active Visco,espumación HR,22 cm,4,mujer,1.650,65.000,24.000,5.000,0,0,0
17846,1037,Aitana,espumación HR,24 cm,3,mujer,1.500,50.000,22.000,4.000,0,0,0
6705,707,Andrómeda (Pikolín),espumación HR,28 cm,5,mujer,1.650,55.000,20.000,5.000,0,0,1
6705,707,Andrómeda (Pikolín),espumación HR,28 cm,5,hombre,1.700,70.000,24.000,5.000,0,0,1
6705,707,Andrómeda (Pikolín),espumación HR,28 cm,5,mujer,1.650,55.000,20.000,5.000,0,0,1
6705,707,Andrómeda (Pikolín),espumación HR,28 cm,5,hombre,1.700,70.000,24.000,5.000,0,0,1
8482,707,Andrómeda (Pikolín),espumación HR,28 cm,5,hombre,1.830,93.000,28.000,5.000,1,1,0
8746,707,Andrómeda (Pikolín),espumación HR,28 cm,5,hombre,1.730,80.000,27.000,4.000,0,1,0
13503,947,Arce CM11904,muelles,26 cm,3,hombre,1.850,80.000,23.000,5.000,0,0,0
18205,947,Arce CM11904,muelles,25 cm,3,mujer,1.700,60.000,21.000,4.000,0,0,0
21259,947,Arce CM11904,muelles,25 cm,3,hombre,1.900,80.000,22.000,5.000,0,0,0
13900,923,Arken (Pikolín),espumación HR,24 cm,2,mujer,1.700,72.000,25.000,5.000,0,0,0
14083,923,Arken (Pikolín),espumación HR,24 cm,2,hombre,1.700,80.000,28.000,4.000,0,0,0
16221,923,Arken (Pikolín),espumación HR,24 cm,3,hombre,1.790,80.000,25.000,5.000,0,0,0
18933,923,Arken (Pikolín),espumación HR,24 cm,3,mujer,1.550,74.000,31.000,5.000,0,0,0
19875,923,Arken (Pikolín),espumación HR,24 cm,3,hombre,1.950,94.000,25.000,5.000,0,0,0
19962,923,Arken (Pikolín),espumación HR,24 cm,3,hombre,1.760,78.000,25.000,5.000,1,0,0
20520,923,Arken (Pikolín),espumación HR,24 cm,3,mujer,1.670,63.000,23.000,4.000,1,1,0
21669,923,Arken (Pikolín),espumación HR,24 cm,3,hombre,1.650,70.000,26.000,5.000,1,1,0
21110,1051,Aros (Pikolín),muelles Ensacados,22 cm,4,hombre,1.790,95.000,30.000,4.000,0,0,0
21296,1051,Aros (Pikolín),muelles Ensacados,22 cm,4,mujer,1.640,62.000,23.000,4.000,0,0,0
21571,1051,Aros (Pikolín),muelles Ensacados,22 cm,4,mujer,1.650,65.000,24.000,5.000,0,0,0
17204,732,ART 18 Nova,espumación HR,18 cm,4,hombre,1.760,58.000,19.000,4.000,0,0,0
19779,732,ART 18 Nova,espumación HR,18 cm,4,mujer,1.500,72.000,32.000,5.000,0,0,0
5976,1041,Attic,espumación HR,27 cm,4,hombre,1.800,90.000,28.000,5.000,0,0,0
6424,1041,Attic,espumación HR,27 cm,4,hombre,1.940,80.000,21.000,4.000,0,0,0
6701,1041,Attic,espumación HR,27 cm,4,mujer,1.600,50.000,20.000,5.000,0,0,1
6701,1041,Attic,espumación HR,27 cm,4,hombre,2.000,100.000,25.000,5.000,0,0,1
6761,1041,Attic,espumación HR,27 cm,4,mujer,1.640,67.000,25.000,2.000,1,1,1
6761,1041,Attic,espumación HR,27 cm,4,hombre,1.680,80.000,28.000,2.000,0,0,1
3524,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.600,55.000,21.000,4.000,1,1,1
3524,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.750,70.000,23.000,5.000,1,1,1
3524,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.600,55.000,21.000,4.000,1,1,1
3524,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.750,70.000,23.000,5.000,1,1,1
3666,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.670,65.000,23.000,4.000,0,0,1
3666,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.680,70.000,25.000,4.000,1,0,1
3666,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.670,65.000,23.000,4.000,0,0,1
3666,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.680,70.000,25.000,4.000,1,0,1
3779,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.700,65.000,22.000,4.000,1,0,1
3779,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,80.000,25.000,4.000,1,0,1
3779,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.700,65.000,22.000,4.000,1,0,1
3779,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,80.000,25.000,4.000,1,0,1
3926,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.600,62.000,24.000,5.000,1,0,1
3926,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.820,100.000,30.000,5.000,1,1,1
3926,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.600,62.000,24.000,5.000,1,0,1
3926,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.820,100.000,30.000,5.000,1,1,1
4431,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.700,70.000,24.000,5.000,1,1,1
4431,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.880,85.000,24.000,5.000,1,1,1
4431,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.700,70.000,24.000,5.000,1,1,1
4431,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.880,85.000,24.000,5.000,1,1,1
4560,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.600,50.000,20.000,5.000,0,0,1
4560,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.870,100.000,29.000,5.000,1,1,1
4560,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.600,50.000,20.000,5.000,0,0,1
4560,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.870,100.000,29.000,5.000,1,1,1
4595,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,90.000,28.000,5.000,0,1,0
4595,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,90.000,28.000,5.000,0,1,0
4687,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.670,59.000,21.000,5.000,1,0,1
4687,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.770,90.000,29.000,5.000,1,0,1
4687,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.670,59.000,21.000,5.000,1,0,1
4687,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.770,90.000,29.000,5.000,1,0,1
4869,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.780,72.000,23.000,4.000,1,0,0
4869,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.780,72.000,23.000,4.000,1,0,0
5106,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.700,60.000,21.000,3.000,0,0,0
5106,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.700,60.000,21.000,3.000,0,0,0
5168,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,95.000,29.000,5.000,0,0,0
5168,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,95.000,29.000,5.000,0,0,0
5297,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,78.000,24.000,4.000,0,0,0
5325,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.740,78.000,26.000,5.000,0,0,1
5325,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,130.000,40.000,5.000,1,0,1
5610,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.680,65.000,23.000,5.000,0,0,1
5610,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.810,100.000,31.000,5.000,0,0,1
5610,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.680,65.000,23.000,5.000,0,0,1
5610,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.810,100.000,31.000,5.000,0,0,1
5994,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.950,112.000,29.000,5.000,0,0,1
5994,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.600,56.000,22.000,5.000,0,0,1
6759,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.620,75.000,29.000,5.000,0,0,1
6759,483,Aurum,muelles Ensacados,30 cm,4,hombre,2.000,100.000,25.000,5.000,0,0,1
6912,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.620,84.000,32.000,4.000,1,1,1
6912,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.750,115.000,38.000,4.000,1,0,1
6912,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.620,84.000,32.000,4.000,1,1,1
6912,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.750,115.000,38.000,4.000,1,0,1
7081,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.750,70.000,23.000,5.000,1,0,1
7081,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.850,85.000,25.000,5.000,1,0,1
7081,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.750,70.000,23.000,5.000,1,0,1
7081,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.850,85.000,25.000,5.000,1,0,1
7233,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.650,100.000,37.000,5.000,0,0,1
7233,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,100.000,31.000,5.000,0,0,1
7233,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.650,100.000,37.000,5.000,0,0,1
7233,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,100.000,31.000,5.000,0,0,1
7248,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.700,80.000,28.000,5.000,0,0,1
7248,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.850,110.000,32.000,5.000,0,0,1
7248,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.700,80.000,28.000,5.000,0,0,1
7248,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.850,110.000,32.000,5.000,0,0,1
7683,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.600,75.000,29.000,5.000,0,0,1
7683,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.740,95.000,31.000,5.000,0,0,1
8661,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.750,60.000,20.000,5.000,0,0,1
8661,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,90.000,28.000,5.000,0,0,1
8765,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.560,46.000,19.000,5.000,1,0,0
8921,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.700,100.000,35.000,5.000,0,0,0
8997,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.680,60.000,21.000,3.000,1,1,1
8997,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.740,75.000,25.000,3.000,1,1,1
9437,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.610,51.000,20.000,5.000,0,0,1
9437,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.890,80.000,22.000,5.000,0,0,1
9736,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.610,59.000,23.000,5.000,0,0,1
9736,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.710,65.000,22.000,5.000,0,0,1
11440,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.650,90.000,33.000,4.000,1,0,1
11440,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.680,90.000,32.000,4.000,1,0,1
16598,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.650,55.000,20.000,5.000,0,0,1
16598,483,Aurum,muelles Ensacados,30 cm,4,hombre,1.800,70.000,22.000,5.000,0,0,1
17294,483,Aurum,muelles Ensacados,30 cm,4,mujer,1.720,65.000,22.000,5.000,0,0,1
17294,483,Aurum,muelles Ensacados,30 cm,4,hombre,2.080,125.000,29.000,5.000,0,0,1
15467,1010,Baltic,espumación HR,18 cm,2,mujer,1.600,60.000,23.000,4.000,0,0,0
27400,1174,Big & Strong,muelles,32 cm,4,mujer,1.550,60.000,25.000,5.000,0,0,1
27400,1174,Big & Strong,muelles,32 cm,4,hombre,1.850,120.000,35.000,5.000,0,0,1
5385,727,Blogger,espumación HR,22 cm,5,hombre,1.780,70.000,22.000,5.000,0,0,0
5385,727,Blogger,espumación HR,22 cm,5,hombre,1.780,70.000,22.000,5.000,0,0,0
5434,727,Blogger,espumación HR,22 cm,5,hombre,1.800,75.000,23.000,4.000,1,0,0
5434,727,Blogger,espumación HR,22 cm,5,hombre,1.800,75.000,23.000,4.000,1,0,0
6325,727,Blogger,espumación HR,22 cm,5,hombre,1.800,90.000,28.000,4.000,0,0,0
6325,727,Blogger,espumación HR,22 cm,5,hombre,1.800,90.000,28.000,4.000,0,0,0
26304,1048,Box XXL,muelles Ensacados,28 cm,4,hombre,1.820,128.000,39.000,5.000,0,0,0
27756,1048,Box XXL,muelles Ensacados,28 cm,4,mujer,1.700,120.000,42.000,5.000,1,0,1
27756,1048,Box XXL,muelles Ensacados,28 cm,4,hombre,1.730,94.000,31.000,5.000,1,0,1
28235,1048,Box XXL,muelles Ensacados,28 cm,4,hombre,1.800,140.000,43.000,5.000,0,0,0
28518,1048,Box XXL,muelles Ensacados,28 cm,4,mujer,1.700,87.000,30.000,5.000,0,0,0
29654,1048,Box XXL,muelles Ensacados,28 cm,4,hombre,1.800,126.000,39.000,5.000,0,0,0
30466,1048,Box XXL,muelles Ensacados,28 cm,4,mujer,1.650,65.000,24.000,5.000,0,0,1
30466,1048,Box XXL,muelles Ensacados,28 cm,4,hombre,1.800,105.000,32.000,5.000,0,0,1
5972,663,Canción,muelles,25 cm,4,mujer,1.630,53.000,20.000,4.000,0,0,0
5972,663,Canción,muelles,25 cm,4,mujer,1.630,53.000,20.000,4.000,0,0,0
6133,663,Canción,muelles,25 cm,4,mujer,1.620,50.000,19.000,5.000,0,0,0
6133,663,Canción,muelles,25 cm,4,mujer,1.620,50.000,19.000,5.000,0,0,0
6798,663,Canción,muelles,25 cm,4,hombre,1.750,65.000,21.000,4.000,0,0,0
6798,663,Canción,muelles,25 cm,4,hombre,1.750,65.000,21.000,4.000,0,0,0
6961,663,Canción,muelles,25 cm,4,mujer,1.550,59.000,25.000,5.000,1,0,1
6961,663,Canción,muelles,25 cm,4,hombre,1.750,80.000,26.000,5.000,1,0,1
6961,663,Canción,muelles,25 cm,4,mujer,1.550,59.000,25.000,5.000,1,0,1
6961,663,Canción,muelles,25 cm,4,hombre,1.750,80.000,26.000,5.000,1,0,1
7943,708,Casiopea (Pikolín),espumación HR,26 cm,4,hombre,1.700,74.000,26.000,4.000,0,0,0
8026,708,Casiopea (Pikolín),espumación HR,26 cm,4,mujer,1.600,65.000,25.000,4.000,0,0,1
8026,708,Casiopea (Pikolín),espumación HR,26 cm,4,hombre,1.900,112.000,31.000,4.000,0,0,1
8026,708,Casiopea (Pikolín),espumación HR,26 cm,4,mujer,1.600,65.000,25.000,4.000,0,0,1
8026,708,Casiopea (Pikolín),espumación HR,26 cm,4,hombre,1.900,112.000,31.000,4.000,0,0,1
9266,708,Casiopea (Pikolín),espumación HR,26 cm,4,mujer,1.600,55.000,21.000,5.000,0,0,1
9266,708,Casiopea (Pikolín),espumación HR,26 cm,4,hombre,1.830,76.000,23.000,5.000,0,0,1
9346,708,Casiopea (Pikolín),espumación HR,26 cm,4,mujer,1.650,60.000,22.000,5.000,1,0,0
10621,708,Casiopea (Pikolín),espumación HR,26 cm,4,mujer,1.700,53.000,18.000,3.000,0,1,1
10621,708,Casiopea (Pikolín),espumación HR,26 cm,4,hombre,1.870,77.000,22.000,3.000,0,1,1
13305,708,Casiopea (Pikolín),espumación HR,28 cm,4,hombre,1.750,62.000,20.000,4.000,0,0,1
17404,708,Casiopea (Pikolín),espumación HR,28 cm,4,mujer,1.500,56.000,25.000,5.000,0,0,0
17940,708,Casiopea (Pikolín),espumación HR,28 cm,4,hombre,1.800,75.000,23.000,5.000,1,1,1
18052,708,Casiopea (Pikolín),espumación HR,28 cm,4,mujer,1.560,100.000,41.000,5.000,1,0,0
18470,708,Casiopea (Pikolín),espumación HR,28 cm,4,hombre,1.800,65.000,20.000,1.000,0,0,0
19125,708,Casiopea (Pikolín),espumación HR,28 cm,4,mujer,1.600,60.000,23.000,4.000,0,0,0
28222,708,Casiopea (Pikolín),espumación HR,28 cm,4,mujer,1.650,72.000,26.000,5.000,0,0,1
28222,708,Casiopea (Pikolín),espumación HR,28 cm,4,hombre,1.750,85.000,28.000,5.000,0,0,1
28249,708,Casiopea (Pikolín),espumación HR,28 cm,4,mujer,1.600,55.000,21.000,5.000,0,0,1
28249,708,Casiopea (Pikolín),espumación HR,28 cm,4,hombre,1.700,105.000,36.000,5.000,0,0,1
29473,708,Casiopea (Pikolín),espumación HR,28 cm,4,hombre,1.700,80.000,28.000,5.000,1,0,0
29072,1263,City,muelles Ensacados,26 cm,4,hombre,1.860,95.000,27.000,5.000,0,0,0
3538,413,colchón Armonía,muelles,27 cm,3,hombre,1.830,80.000,24.000,5.000,0,0,0
3538,413,colchón Armonía,muelles,27 cm,3,hombre,1.830,80.000,24.000,5.000,0,0,0
4289,482,colchón Armonic,muelles,27 cm,4,mujer,1.650,60.000,22.000,5.000,1,0,1
4289,482,colchón Armonic,muelles,27 cm,4,hombre,1.850,90.000,26.000,5.000,0,0,1
4289,482,colchón Armonic,muelles,27 cm,4,mujer,1.650,60.000,22.000,5.000,1,0,1
4289,482,colchón Armonic,muelles,27 cm,4,hombre,1.850,90.000,26.000,5.000,0,0,1
4650,482,colchón Armonic,muelles,27 cm,4,mujer,1.700,70.000,24.000,4.000,0,0,1
4650,482,colchón Armonic,muelles,27 cm,4,mujer,1.700,70.000,24.000,4.000,0,0,1
4873,482,colchón Armonic,muelles,27 cm,4,hombre,1.910,140.000,38.000,5.000,1,0,0
4873,482,colchón Armonic,muelles,27 cm,4,hombre,1.910,140.000,38.000,5.000,1,0,0
4897,482,colchón Armonic,muelles,27 cm,4,hombre,1.830,90.000,27.000,4.000,1,0,0
4897,482,colchón Armonic,muelles,27 cm,4,hombre,1.830,90.000,27.000,4.000,1,0,0
4974,482,colchón Armonic,muelles,27 cm,4,mujer,1.600,70.000,27.000,5.000,1,0,0
4974,482,colchón Armonic,muelles,27 cm,4,mujer,1.600,70.000,27.000,5.000,1,0,0
5060,482,colchón Armonic,muelles,27 cm,4,mujer,1.680,55.000,19.000,3.000,0,0,1
5060,482,colchón Armonic,muelles,27 cm,4,hombre,1.870,90.000,26.000,3.000,0,0,1
5060,482,colchón Armonic,muelles,27 cm,4,mujer,1.680,55.000,19.000,3.000,0,0,1
5060,482,colchón Armonic,muelles,27 cm,4,hombre,1.870,90.000,26.000,3.000,0,0,1
5073,482,colchón Armonic,muelles,27 cm,4,mujer,1.700,75.000,26.000,5.000,1,0,1
5073,482,colchón Armonic,muelles,27 cm,4,hombre,2.000,100.000,25.000,5.000,1,0,1
5183,482,colchón Armonic,muelles,27 cm,4,hombre,1.980,99.000,25.000,5.000,0,0,0
5183,482,colchón Armonic,muelles,27 cm,4,hombre,1.980,99.000,25.000,5.000,0,0,0
5580,482,colchón Armonic,muelles,27 cm,4,mujer,1.690,58.000,20.000,5.000,0,0,1
5580,482,colchón Armonic,muelles,27 cm,4,hombre,1.850,83.000,24.000,5.000,0,0,1
5580,482,colchón Armonic,muelles,27 cm,4,mujer,1.690,58.000,20.000,5.000,0,0,1
5580,482,colchón Armonic,muelles,27 cm,4,hombre,1.850,83.000,24.000,5.000,0,0,1
6319,482,colchón Armonic,muelles,27 cm,4,mujer,1.690,66.000,23.000,5.000,0,0,1
6319,482,colchón Armonic,muelles,27 cm,4,hombre,1.850,85.000,25.000,5.000,0,0,1
6319,482,colchón Armonic,muelles,27 cm,4,mujer,1.690,66.000,23.000,5.000,0,0,1
6319,482,colchón Armonic,muelles,27 cm,4,hombre,1.850,85.000,25.000,5.000,0,0,1
6712,482,colchón Armonic,muelles,27 cm,4,mujer,1.800,70.000,22.000,5.000,1,0,1
6712,482,colchón Armonic,muelles,27 cm,4,hombre,1.920,90.000,24.000,5.000,0,0,1
6712,482,colchón Armonic,muelles,27 cm,4,mujer,1.800,70.000,22.000,5.000,1,0,1
6712,482,colchón Armonic,muelles,27 cm,4,hombre,1.920,90.000,24.000,5.000,0,0,1
6914,482,colchón Armonic,muelles,27 cm,4,mujer,1.650,55.000,20.000,4.000,0,0,0
6914,482,colchón Armonic,muelles,27 cm,4,mujer,1.650,55.000,20.000,4.000,0,0,0
7280,482,colchón Armonic,muelles,27 cm,4,mujer,1.700,100.000,35.000,5.000,0,0,0
7485,482,colchón Armonic,muelles,27 cm,4,hombre,1.630,49.000,18.000,5.000,0,0,0
8669,482,colchón Armonic,muelles,27 cm,4,mujer,1.700,60.000,21.000,4.000,0,0,1
8669,482,colchón Armonic,muelles,27 cm,4,hombre,1.890,90.000,25.000,4.000,0,0,1
13802,482,colchón Armonic,muelles,26 cm,4,hombre,1.850,60.000,18.000,5.000,0,0,0
14054,482,colchón Armonic,muelles,26 cm,4,hombre,1.700,110.000,38.000,5.000,0,0,0
17586,482,colchón Armonic,muelles,26 cm,4,mujer,1.750,63.000,21.000,5.000,0,0,0
4905,470,colchón Articulable 18,Espumación HR,18 cm,3,mujer,1.650,75.000,28.000,4.000,1,0,0
4905,470,colchón Articulable 18,Espumación HR,18 cm,3,mujer,1.650,75.000,28.000,4.000,1,0,0
3766,477,colchón Brooklyn,Espumación HR,28 cm,4,hombre,1.760,90.000,29.000,2.000,0,1,0
3766,477,colchón Brooklyn,Espumación HR,28 cm,4,hombre,1.760,90.000,29.000,2.000,0,1,0
3335,286,colchón Carisma,muelles Ensacados,32 cm,3,hombre,1.700,79.000,27.000,5.000,1,1,0
3335,286,colchón Carisma,muelles Ensacados,32 cm,3,hombre,1.700,79.000,27.000,5.000,1,1,0
3400,286,colchón Carisma,muelles Ensacados,32 cm,3,mujer,1.600,54.000,21.000,4.000,0,0,1
3400,286,colchón Carisma,muelles Ensacados,32 cm,3,mujer,1.600,54.000,21.000,4.000,0,0,1
5720,687,colchón Carisma,muelles Ensacados,32 cm,3,mujer,1.670,55.000,20.000,5.000,0,0,0
5720,687,colchón Carisma,muelles Ensacados,32 cm,3,mujer,1.670,55.000,20.000,5.000,0,0,0
4071,480,colchón Casual,muelles,22 cm,4,mujer,1.700,58.000,20.000,5.000,0,0,1
4071,480,colchón Casual,muelles,22 cm,4,mujer,1.700,58.000,20.000,5.000,0,0,1
5373,480,colchón Casual,muelles,22 cm,4,hombre,1.750,65.000,21.000,5.000,0,0,0
3717,502,colchón Centurión,espumación HR,28 cm,4,hombre,1.830,67.000,20.000,5.000,1,1,0
3717,502,colchón Centurión,espumación HR,28 cm,4,hombre,1.830,67.000,20.000,5.000,1,1,0
4301,502,colchón Centurión,espumación HR,28 cm,4,mujer,1.580,95.000,38.000,5.000,1,1,1
4301,502,colchón Centurión,espumación HR,28 cm,4,hombre,1.770,90.000,29.000,4.000,0,0,1
4301,502,colchón Centurión,espumación HR,28 cm,4,mujer,1.580,95.000,38.000,5.000,1,1,1
4301,502,colchón Centurión,espumación HR,28 cm,4,hombre,1.770,90.000,29.000,4.000,0,0,1
5324,492,colchón Citizen,muelles,28 cm,3,mujer,1.750,70.000,23.000,5.000,1,1,0
5324,492,colchón Citizen,muelles,28 cm,3,mujer,1.750,70.000,23.000,5.000,1,1,0
7566,48,colchón Civic,muelles,24 cm,2,mujer,1.720,65.000,22.000,4.000,1,0,0
7566,48,colchón Civic,muelles,24 cm,2,mujer,1.720,65.000,22.000,4.000,1,0,0
12268,48,colchón Civic,muelles,24 cm,2,hombre,1.800,65.000,20.000,5.000,0,0,0
22020,48,colchón Civic,muelles,26 cm,3,hombre,1.720,74.000,25.000,5.000,0,0,0
12477,884,colchón Confortopper,muelles Ensacados,31 cm,4,mujer,1.560,76.000,31.000,5.000,1,0,0
21285,884,colchón Confortopper,muelles Ensacados,31 cm,4,hombre,1.900,95.000,26.000,5.000,1,0,0
5372,468,colchón Design,espumación HR,23 cm,4,hombre,1.900,70.000,19.000,4.000,0,0,0
3780,493,colchón DL Talalay,látex,28 cm,3,mujer,1.650,60.000,22.000,5.000,0,0,1
3780,493,colchón DL Talalay,látex,28 cm,3,hombre,1.750,85.000,28.000,5.000,1,1,1
3780,493,colchón DL Talalay,látex,28 cm,3,mujer,1.650,60.000,22.000,5.000,0,0,1
3780,493,colchón DL Talalay,látex,28 cm,3,hombre,1.750,85.000,28.000,5.000,1,1,1
4185,493,colchón DL Talalay,látex,28 cm,3,hombre,1.860,95.000,27.000,5.000,0,0,1
4185,493,colchón DL Talalay,látex,28 cm,3,hombre,1.860,95.000,27.000,5.000,0,0,1
4045,494,colchón DL Talalay Liso,látex,28 cm,3,mujer,1.620,70.000,27.000,5.000,1,1,1
4045,494,colchón DL Talalay Liso,látex,28 cm,3,hombre,1.900,95.000,26.000,5.000,0,0,1
4045,494,colchón DL Talalay Liso,látex,28 cm,3,mujer,1.620,70.000,27.000,5.000,1,1,1
4045,494,colchón DL Talalay Liso,látex,28 cm,3,hombre,1.900,95.000,26.000,5.000,0,0,1
4140,1,colchón Duocell Visco,espumación HR,27 cm,3,mujer,1.560,53.000,22.000,5.000,1,1,1
4140,1,colchón Duocell Visco,espumación HR,27 cm,3,hombre,1.700,75.000,26.000,5.000,0,0,1
4140,1,colchón Duocell Visco,espumación HR,27 cm,3,mujer,1.560,53.000,22.000,5.000,1,1,1
4140,1,colchón Duocell Visco,espumación HR,27 cm,3,hombre,1.700,75.000,26.000,5.000,0,0,1
4312,1,colchón Duocell Visco,espumación HR,27 cm,3,mujer,1.570,55.000,22.000,4.000,0,0,1
4312,1,colchón Duocell Visco,espumación HR,27 cm,3,hombre,1.850,80.000,23.000,4.000,0,0,1
4312,1,colchón Duocell Visco,espumación HR,27 cm,3,mujer,1.570,55.000,22.000,4.000,0,0,1
4312,1,colchón Duocell Visco,espumación HR,27 cm,3,hombre,1.850,80.000,23.000,4.000,0,0,1
5008,1,colchón Duocell Visco,espumación HR,27 cm,3,hombre,1.850,80.000,23.000,4.000,1,1,0
