COD PEDIDO,COD ARTICULO,NOMBRE ARTICULO,NUCLEO,GROSOR,FIRMEZA,ID MUJER1,MUJER1 altura,MUJER1 peso,MUJER1 imc,MUJER1 VALORACION,MUJER1 MOLESTIAS ANTES,MUJER1 MOLESTIAS DESPUES,ID HOMBRE1,HOMBRE1 altura,HOMBRE1 peso,HOMBRE1 imc,HOMBRE1 VALORACION,HOMBRE1 MOLESTIAS ANTES,HOMBRE1 MOLESTIAS DESPUES,ID NIÑO,NIÑO/A altura,NIÑO/A peso,NIÑO/A imc,NIÑO/A valoracion
6354,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,5916,"1,95",100,26,4,si,no,,,,,
6436,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,3728,"1,7",70,24,4,si,si,,,,,
6436,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,5884,"1,7",70,24,4,si,si,,,,,
6776,36,colchón Multielástic Visco,muelles,27 cm,4,3634,"1,68",75,27,4,si,si,3633,"1,88",110,31,4,si,no,,,,,
6776,36,colchón Multielástic Visco,muelles,27 cm,4,5794,"1,68",75,27,4,si,si,5793,"1,88",110,31,4,si,no,,,,,
6866,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,3690,"1,8",90,28,5,no,no,,,,,
6866,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,5847,"1,8",90,28,5,no,no,,,,,
6896,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,4050,"1,8",110,34,"4,5",no,no,,,,,
6896,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,6184,"1,8",110,34,"4,5",no,no,,,,,
6897,36,colchón Multielástic Visco,muelles,27 cm,4,3535,"1,7",70,24,4,si,no,,,,,,,,,,,,
6897,36,colchón Multielástic Visco,muelles,27 cm,4,5701,"1,7",70,24,4,si,no,,,,,,,,,,,,
6901,36,colchón Multielástic Visco,muelles,27 cm,4,4104,"1,65",60,22,4,no,no,,,,,,,,,,,,
6901,36,colchón Multielástic Visco,muelles,27 cm,4,6237,"1,65",60,22,4,no,no,,,,,,,,,,,,
7028,36,colchón Multielástic Visco,muelles,27 cm,4,3481,"1,65",80,29,5,si,no,3480,"1,85",70,20,5,no,-,,,,,
7028,36,colchón Multielástic Visco,muelles,27 cm,4,5651,"1,65",80,29,5,si,no,5650,"1,85",70,20,5,no,-,,,,,
7031,36,colchón Multielástic Visco,muelles,27 cm,4,3479,"1,6",75,29,5,si,no,,,,,,,,,,,,
7031,36,colchón Multielástic Visco,muelles,27 cm,4,5649,"1,6",75,29,5,si,no,,,,,,,,,,,,
7072,36,colchón Multielástic Visco,muelles,27 cm,4,4094,"1,65",65,24,5,no,no,4093,"1,76",75,24,5,si,no,,,,,
7072,36,colchón Multielástic Visco,muelles,27 cm,4,6227,"1,65",65,24,5,no,no,6226,"1,76",75,24,5,si,no,,,,,
7152,36,colchón Multielástic Visco,muelles,27 cm,4,3670,"1,67",66,24,5,si,si,,,,,,,,,,,,
7152,36,colchón Multielástic Visco,muelles,27 cm,4,5828,"1,67",66,24,5,si,si,,,,,,,,,,,,
7217,36,colchón Multielástic Visco,muelles,27 cm,4,3571,"1,75",75,24,5,no,no,3570,"1,8",80,25,5,no,no,,,,,
7217,36,colchón Multielástic Visco,muelles,27 cm,4,5733,"1,75",75,24,5,no,no,5732,"1,8",80,25,5,no,no,,,,,
7266,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,3588,"1,87",130,37,"4,5",si,no,,,,,
7266,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,5750,"1,87",130,37,"4,5",si,no,,,,,
7356,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,4099,"1,73",75,25,5,no,no,,,,,
7356,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,6232,"1,73",75,25,5,no,no,,,,,
7389,36,colchón Multielástic Visco,muelles,27 cm,4,4103,"1,57",50,20,4,no,no,,,,,,,,,,,,
7389,36,colchón Multielástic Visco,muelles,27 cm,4,6236,"1,57",50,20,4,no,no,,,,,,,,,,,,
7420,36,colchón Multielástic Visco,muelles,27 cm,4,4132,"1,6",55,21,5,si,no,4133,"1,75",70,23,5,si,no,,,,,
7420,36,colchón Multielástic Visco,muelles,27 cm,4,6263,"1,6",55,21,5,si,no,6264,"1,75",70,23,5,si,no,,,,,
7465,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,,,,,,,,4159,"1,3",35,21,5
7465,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,,,,,,,,6283,"1,3",35,21,5
7685,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,4389,"1,85",95,28,5,-,-,,,,,
8195,36,colchón Multielástic Visco,muelles,27 cm,4,4633,"1,6",69,27,5,no,no,4632,"1,9",95,26,4,no,no,,,,,
8357,36,colchón Multielástic Visco,muelles,27 cm,4,4595,"1,58",50,20,4,si,no,4596,"1,8",80,25,5,no,no,,,,,
8675,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,4715,"1,87",95,27,5,si,no,,,,,
8768,36,colchón Multielástic Visco,muelles,27 cm,4,4684,"1,6",50,20,5,no,no,,,,,,,,,,,,
9182,36,colchón Multielástic Visco,muelles,27 cm,4,4376,"1,65",55,20,"4,5",no,no,4375,"1,78",76,24,5,no,no,,,,,
9188,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,4180,"1,78",69,22,4,no,no,,,,,
9188,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,6304,"1,78",69,22,4,no,no,,,,,
9287,36,colchón Multielástic Visco,muelles,27 cm,4,4690,"1,6",60,23,5,si,no,4691,"1,71",72,25,5,no,no,,,,,
9475,36,colchón Multielástic Visco,muelles,27 cm,4,4530,"1,6",75,29,4,si,no,4531,"1,9",100,28,4,si,no,,,,,
9615,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,4938,"1,8",90,28,4,no,no,,,,,
10063,36,colchón Multielástic Visco,muelles,27 cm,4,5002,"1,65",60,22,4,-,-,5003,"1,8",75,23,4,-,-,,,,,
13256,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,5288,"1,65",65,24,5,no,no,,,,,
16379,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,2485,"1,86",100,29,5,no,no,,,,,
16397,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,2738,"1,8",104,32,5,si,no,,,,,
16476,36,colchón Multielástic Visco,muelles,27 cm,4,3249,"1,59",50,20,5,no,no,3250,"1,67",100,33,5,no,no,,,,,
16551,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,2729,"1,69",70,25,4,no,no,,,,,
18246,36,colchón Multielástic Visco,muelles,27 cm,4,2711,"1,8",160,49,5,no,no,,,,,,,,,,,,
18884,36,colchón Multielástic Visco,muelles,27 cm,4,2717,"1,75",85,28,5,no,no,,,,,,,,,,,,
19950,36,colchón Multielástic Visco,muelles,27 cm,4,2577,"1,74",60,20,5,si,no,,,,,,,,,,,,
20614,36,colchón Multielástic Visco,muelles,27 cm,4,2567,"1,65",60,22,5,si,no,,,,,,,,,,,,
21442,36,colchón Multielástic Visco,muelles,27 cm,4,,,,,,,,2568,"1,8",90,28,4,no,no,,,,,
13853,834,Colchón Natura Luxe 100% natural,látex,23 cm,3,5118,"1,78",60,19,"4,5",no,no,,,,,,,,,,,,
3361,283,colchón New Ergo Air,espumación HR,27 cm,3,3269,"1,68",57,20,3,no,no,3270,"1,87",110,31,3,no,si,,,,,
3361,283,colchón New Ergo Air,espumación HR,27 cm,3,5442,"1,68",57,20,3,no,no,5443,"1,87",110,31,3,no,si,,,,,
4608,283,colchón New Ergo Air,espumación HR,27 cm,3,,,,,,,,4042,"1,8",78,24,4,no,si,,,,,
4608,283,colchón New Ergo Air,espumación HR,27 cm,3,,,,,,,,6176,"1,8",78,24,4,no,si,,,,,
4776,283,colchón New Ergo Air,espumación HR,27 cm,3,4124,"1,75",80,26,4,no,no,,,,,,,,,,,,
4776,283,colchón New Ergo Air,espumación HR,27 cm,3,6255,"1,75",80,26,4,no,no,,,,,,,,,,,,
5738,283,colchón New Ergo Air,espumación HR,27 cm,3,3863,"1,63",74,28,5,si,si,3862,"1,75",81,26,5,si,si,,,,,
5738,283,colchón New Ergo Air,espumación HR,27 cm,3,6011,"1,63",74,28,5,si,si,6010,"1,75",81,26,5,si,si,,,,,
6983,283,colchón New Ergo Air,espumación HR,27 cm,3,3513,"1,68",73,26,5,si,no,,,,,,,,,,,,
6983,283,colchón New Ergo Air,espumación HR,27 cm,3,5679,"1,68",73,26,5,si,no,,,,,,,,,,,,
7778,283,colchón New Ergo Air,espumación HR,27 cm,3,4186,"1,65",70,26,"4,5",no,no,4187,"1,65",75,28,"4,5",no,no,,,,,
7778,283,colchón New Ergo Air,espumación HR,27 cm,3,6310,"1,65",70,26,"4,5",no,no,6311,"1,65",75,28,"4,5",no,no,,,,,
5092,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,3999,"1,8",70,22,"4,5",no,no,,,,,
5092,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,6134,"1,8",70,22,"4,5",no,no,,,,,
5630,217,colchón New HR,espumación HR,23 cm,3,4121,"1,6",65,25,5,-,-,4120,"1,75",75,24,5,no,no,,,,,
5630,217,colchón New HR,espumación HR,23 cm,3,6252,"1,6",65,25,5,-,-,6251,"1,75",75,24,5,no,no,,,,,
6486,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,3755,"1,7",83,29,5,no,-,,,,,
6486,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,5909,"1,7",83,29,5,no,-,,,,,
6899,217,colchón New HR,espumación HR,23 cm,3,3534,"1,65",60,22,"4,5",no,no,,,,,,,,,,,,
6899,217,colchón New HR,espumación HR,23 cm,3,5700,"1,65",60,22,"4,5",no,no,,,,,,,,,,,,
7329,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,4393,"1,8",78,24,"4,5",no,no,,,,,
8179,217,colchón New HR,espumación HR,23 cm,3,4559,"1,72",60,20,5,no,no,,,,,,,,,,,,
8266,217,colchón New HR,espumación HR,23 cm,3,4466,"1,74",65,21,4,no,no,4467,"1,77",70,22,4,no,no,,,,,
8314,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,,,,,,,,4405,"1,28",20,12,"4,5"
8363,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,4448,"1,81",70,21,3,no,no,,,,,
8513,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,4612,"1,8",75,23,4,no,no,,,,,
8554,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,4560,"1,7",55,19,5,no,no,,,,,
8726,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,4566,"1,8",78,24,5,no,no,,,,,
8758,217,colchón New HR,espumación HR,23 cm,3,4366,"1,75",75,24,"4,5",no,no,4365,"1,82",80,24,"4,5",no,no,,,,,
8962,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,4455,"1,8",80,25,5,no,no,,,,,
9606,217,colchón New HR,espumación HR,23 cm,3,4751,"1,62",59,22,5,si,no,4752,"1,73",70,23,5,no,no,,,,,
11197,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,,,,,,,,4831,"1,6",71,28,4
11247,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,4746,"1,84",72,21,4,no,no,,,,,
16257,217,colchón New HR,espumación HR,23 cm,3,,,,,,,,2492,"1,94",90,24,4,no,no,,,,,
2509,346,colchón New Paladium,muelles Ensacados,27 cm,4,3935,"1,68",75,27,"4,5",no,no,3936,"1,89",91,25,"4,5",no,no,,,,,
2509,346,colchón New Paladium,muelles Ensacados,27 cm,4,6083,"1,68",75,27,"4,5",no,no,6084,"1,89",91,25,"4,5",no,no,,,,,
3353,346,colchón New Paladium,muelles Ensacados,27 cm,4,3447,"1,68",60,21,5,si,no,3448,"1,9",82,23,"4,5",si,no,,,,,
3355,346,colchón New Paladium,muelles Ensacados,27 cm,4,3271,"1,68",60,21,5,si,no,3272,"1,9",82,23,5,si,no,,,,,
3355,346,colchón New Paladium,muelles Ensacados,27 cm,4,5444,"1,68",60,21,5,si,no,5445,"1,9",82,23,5,si,no,,,,,
3630,346,colchón New Paladium,muelles Ensacados,27 cm,4,3313,"1,7",55,19,"4,5",no,no,3312,"1,76",75,24,4,no,no,,,,,
3630,346,colchón New Paladium,muelles Ensacados,27 cm,4,5486,"1,7",55,19,"4,5",no,no,5485,"1,76",75,24,4,no,no,,,,,
3789,346,colchón New Paladium,muelles Ensacados,27 cm,4,3335,"1,6",60,23,5,si,si,3336,"1,95",100,26,5,si,no,,,,,
3789,346,colchón New Paladium,muelles Ensacados,27 cm,4,5508,"1,6",60,23,5,si,si,5509,"1,95",100,26,5,si,no,,,,,
3819,346,colchón New Paladium,muelles Ensacados,27 cm,4,,,,,,,,3343,"1,8",75,23,5,si,no,,,,,
3819,346,colchón New Paladium,muelles Ensacados,27 cm,4,,,,,,,,5516,"1,8",75,23,5,si,no,,,,,
4012,346,colchón New Paladium,muelles Ensacados,27 cm,4,,,,,,,,3377,"1,8",120,37,5,no,no,,,,,
4012,346,colchón New Paladium,muelles Ensacados,27 cm,4,,,,,,,,5550,"1,8",120,37,5,no,no,,,,,
4077,346,colchón New Paladium,muelles Ensacados,27 cm,4,3390,"1,6",60,23,4,no,no,3391,"1,7",65,22,4,no,no,,,,,
4077,346,colchón New Paladium,muelles Ensacados,27 cm,4,5563,"1,6",60,23,4,no,no,5564,"1,7",65,22,4,no,no,,,,,
3210,49,colchón Nexus Visco,espumación HR,27 cm,3,3267,"1,65",55,20,4,no,no,3266,"1,66",70,25,4,no,no,,,,,
3210,49,colchón Nexus Visco,espumación HR,27 cm,3,5440,"1,65",55,20,4,no,no,5439,"1,66",70,25,4,no,no,,,,,
3343,49,colchón Nexus Visco,espumación HR,27 cm,3,3276,"1,57",55,22,4,no,no,,,,,,,,,,,,
3343,49,colchón Nexus Visco,espumación HR,27 cm,3,5449,"1,57",55,22,4,no,no,,,,,,,,,,,,
3495,49,colchón Nexus Visco,espumación HR,27 cm,3,3321,"1,7",60,21,4,si,si,3320,"1,7",90,31,4,si,no,,,,,
3495,49,colchón Nexus Visco,espumación HR,27 cm,3,5494,"1,7",60,21,4,si,si,5493,"1,7",90,31,4,si,no,,,,,
3566,49,colchón Nexus Visco,espumación HR,27 cm,3,3288,"1,74",63,21,"3,5",si,si,3289,"1,72",68,23,3,si,no,,,,,
3566,49,colchón Nexus Visco,espumación HR,27 cm,3,5461,"1,74",63,21,"3,5",si,si,5462,"1,72",68,23,3,si,no,,,,,
3642,49,colchón Nexus Visco,espumación HR,27 cm,3,3438,"1,7",65,22,5,no,no,3439,"1,8",80,25,4,si,no,,,,,
3642,49,colchón Nexus Visco,espumación HR,27 cm,3,5611,"1,7",65,22,5,no,no,5612,"1,8",80,25,4,si,no,,,,,
4953,49,colchón Nexus Visco,espumación HR,27 cm,3,4014,"1,65",62,23,4,no,no,,,,,,,,,,,,
4953,49,colchón Nexus Visco,espumación HR,27 cm,3,6149,"1,65",62,23,4,no,no,,,,,,,,,,,,
5071,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,4005,"1,83",80,24,5,no,no,,,,,
5071,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6140,"1,83",80,24,5,no,no,,,,,
5084,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,3998,"1,75",68,22,5,si,no,,,,,
5084,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6133,"1,75",68,22,5,si,no,,,,,
5178,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,3989,"1,7",68,24,"4,5",si,no,,,,,
5178,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6124,"1,7",68,24,"4,5",si,no,,,,,
5208,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,3981,"1,77",64,20,4,no,no,,,,,
5208,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6116,"1,77",64,20,4,no,no,,,,,
5381,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,3962,"1,7",65,22,5,si,no,,,,,
5381,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6110,"1,7",65,22,5,si,no,,,,,
5533,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,3922,"1,8",70,22,5,no,no,,,,,
5533,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6070,"1,8",70,22,5,no,no,,,,,
6448,49,colchón Nexus Visco,espumación HR,27 cm,3,4064,"1,67",90,32,3,no,no,4063,"1,72",82,28,4,no,no,,,,,
6448,49,colchón Nexus Visco,espumación HR,27 cm,3,6198,"1,67",90,32,3,no,no,6197,"1,72",82,28,4,no,no,,,,,
6960,49,colchón Nexus Visco,espumación HR,27 cm,3,3521,"1,73",72,24,5,si,no,3522,"1,92",89,24,5,si,no,,,,,
6960,49,colchón Nexus Visco,espumación HR,27 cm,3,5687,"1,73",72,24,5,si,no,5688,"1,92",89,24,5,si,no,,,,,
6972,49,colchón Nexus Visco,espumación HR,27 cm,3,3518,"1,75",63,21,4,no,no,3517,"1,85",82,24,4,no,no,,,,,
6972,49,colchón Nexus Visco,espumación HR,27 cm,3,5684,"1,75",63,21,4,no,no,5683,"1,85",82,24,4,no,no,,,,,
7455,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,4130,"1,65",75,28,5,no,no,,,,,
7455,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6261,"1,65",75,28,5,no,no,,,,,
8323,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,4199,"1,78",86,27,5,si,no,,,,,
8323,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6323,"1,78",86,27,5,si,no,,,,,
8703,49,colchón Nexus Visco,espumación HR,27 cm,3,4237,"1,72",62,21,5,no,no,4236,"1,9",94,26,5,no,no,,,,,
8703,49,colchón Nexus Visco,espumación HR,27 cm,3,6359,"1,72",62,21,5,no,no,6358,"1,9",94,26,5,no,no,,,,,
8780,49,colchón Nexus Visco,espumación HR,27 cm,3,4243,"1,6",55,21,5,no,no,4242,"1,7",70,24,5,no,no,,,,,
8780,49,colchón Nexus Visco,espumación HR,27 cm,3,6365,"1,6",55,21,5,no,no,6364,"1,7",70,24,5,no,no,,,,,
8785,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,,,,,,,,4288,"1,05",13,12,5
8938,49,colchón Nexus Visco,espumación HR,27 cm,3,4289,"1,68",56,20,"4,5",no,si,4290,"1,82",90,27,"4,5",no,no,,,,,
9049,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,4179,"1,85",65,19,4,no,no,,,,,
9049,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,6303,"1,85",65,19,4,no,no,,,,,
9239,49,colchón Nexus Visco,espumación HR,27 cm,3,4733,"1,77",65,21,5,si,no,4732,"1,8",85,26,5,no,no,,,,,
9911,49,colchón Nexus Visco,espumación HR,27 cm,3,4846,"1,6",55,21,4,no,no,4847,"1,8",80,25,4,no,no,,,,,
11063,49,colchón Nexus Visco,espumación HR,27 cm,3,4948,"1,68",58,21,4,si,no,4947,"1,8",90,28,4,si,no,,,,,
11595,49,colchón Nexus Visco,espumación HR,27 cm,3,4964,"1,62",62,24,5,no,no,,,,,,,,,,,,
16030,49,colchón Nexus Visco,espumación HR,27 cm,3,2574,"1,62",60,23,5,no,no,2575,"1,73",80,27,5,no,no,,,,,
27754,49,colchón Nexus Visco,espumación HR,27 cm,3,,,,,,,,2971,"1,78",75,24,5,no,no,,,,,
12677,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,5089,"1,45",30,14,"4,5"
13332,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,5212,"1,7",70,24,5
13873,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,5120,"1,16",25,14,4
13922,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,5119,"1,82",95,29,5
14550,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,5121,"1,83",55,16,5,no,no,,,,,
14626,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,5241,"1,7",70,24,5,no,no,,,,,
15642,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,5135,"0,9",16,11,5
16192,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,3244,"1,05",17,15,5
16434,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,2276,"1,65",53,19,5,no,no,,,,,
17384,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,2280,"1,35",32,18,5
18737,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,3247,"1,2",25,17,5
19168,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,2379,"1,04",15,14,5
20109,907,colchón Ona,espumación HR,22 cm,4,,,,,,,,,,,,,,,2320,1,15,15,5
3870,304,colchón Oxygel,látex,21 cm,3,3351,"1,59",70,28,4,no,no,3350,"1,68",65,23,4,no,no,,,,,
3870,304,colchón Oxygel,látex,21 cm,3,5524,"1,59",70,28,4,no,no,5523,"1,68",65,23,4,no,no,,,,,
3196,33,colchón Palace Visco,muelles,"31,5 cm",4,3415,"1,63",53,20,4,no,no,3416,"1,78",103,33,"3,5",si,si,,,,,
3196,33,colchón Palace Visco,muelles,"31,5 cm",4,5588,"1,63",53,20,4,no,no,5589,"1,78",103,33,"3,5",si,si,,,,,
4314,33,colchón Palace Visco,muelles,"31,5 cm",4,3417,"1,69",88,31,"3,5",si,si,3418,"1,75",94,31,4,si,si,,,,,
4314,33,colchón Palace Visco,muelles,"31,5 cm",4,5590,"1,69",88,31,"3,5",si,si,5591,"1,75",94,31,4,si,si,,,,,
4969,33,colchón Palace Visco,muelles,"31,5 cm",4,4012,"1,62",68,26,5,no,no,4013,"1,8",82,25,5,no,no,,,,,
4969,33,colchón Palace Visco,muelles,"31,5 cm",4,6147,"1,62",68,26,5,no,no,6148,"1,8",82,25,5,no,no,,,,,
5065,33,colchón Palace Visco,muelles,"31,5 cm",4,4007,"1,65",50,18,"4,5",si,no,4006,"1,92",96,26,4,si,no,,,,,
5065,33,colchón Palace Visco,muelles,"31,5 cm",4,6142,"1,65",50,18,"4,5",si,no,6141,"1,92",96,26,4,si,no,,,,,
5357,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,3966,"1,75",90,29,5,no,no,,,,,
5520,33,colchón Palace Visco,muelles,"31,5 cm",4,3960,"1,7",65,22,5,no,no,3959,"1,86",85,25,5,no,no,,,,,
5520,33,colchón Palace Visco,muelles,"31,5 cm",4,6108,"1,7",65,22,5,no,no,6107,"1,86",85,25,5,no,no,,,,,
5569,33,colchón Palace Visco,muelles,"31,5 cm",4,3956,"1,78",80,25,5,si,si,3955,"1,76",120,39,5,no,no,,,,,
5569,33,colchón Palace Visco,muelles,"31,5 cm",4,6104,"1,78",80,25,5,si,si,6103,"1,76",120,39,5,no,no,,,,,
5598,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,3948,"1,78",80,25,4,no,no,,,,,
5598,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,6096,"1,78",80,25,4,no,no,,,,,
5833,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,4087,"1,7",100,35,5,si,no,,,,,
5833,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,6221,"1,7",100,35,5,si,no,,,,,
6034,33,colchón Palace Visco,muelles,"31,5 cm",4,3843,"1,76",60,19,5,no,no,3842,"1,82",100,30,5,no,no,,,,,
6034,33,colchón Palace Visco,muelles,"31,5 cm",4,5991,"1,76",60,19,5,no,no,5990,"1,82",100,30,5,no,no,,,,,
6524,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,3711,"1,9",92,25,3,no,no,,,,,
6524,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,5868,"1,9",92,25,3,no,no,,,,,
6846,33,colchón Palace Visco,muelles,"31,5 cm",4,3696,"1,6",65,25,4,-,-,3695,"1,67",70,25,4,si,-,,,,,
6846,33,colchón Palace Visco,muelles,"31,5 cm",4,5853,"1,6",65,25,4,-,-,5852,"1,67",70,25,4,si,-,,,,,
7143,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,3669,"1,75",120,39,4,no,no,,,,,
7143,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,5827,"1,75",120,39,4,no,no,,,,,
8556,33,colchón Palace Visco,muelles,"31,5 cm",4,4230,"1,65",70,26,5,si,no,4229,"1,96",110,29,5,si,no,,,,,
8556,33,colchón Palace Visco,muelles,"31,5 cm",4,6354,"1,65",70,26,5,si,no,6353,"1,96",110,29,5,si,no,,,,,
8694,33,colchón Palace Visco,muelles,"31,5 cm",4,4286,"1,69",59,21,4,si,no,4287,"1,78",85,27,"4,5",si,si,,,,,
8894,33,colchón Palace Visco,muelles,"31,5 cm",4,4321,"1,65",60,22,5,no,no,4320,"1,78",71,22,5,no,si,,,,,
8937,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,4280,"1,75",75,24,4,no,no,,,,,
9031,33,colchón Palace Visco,muelles,32 cm,4,,,,,,,,4731,"1,78",74,23,5,no,no,,,,,
9062,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,,,,,,,,4279,"0,9",15,19,4
9095,33,colchón Palace Visco,muelles,"31,5 cm",4,4481,"1,58",45,18,5,no,no,4482,"1,8",80,25,5,no,no,,,,,
9392,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,4694,"1,75",68,22,5,no,no,,,,,
9691,33,colchón Palace Visco,muelles,"31,5 cm",4,,,,,,,,4850,"1,85",90,26,5,no,no,,,,,
10018,33,colchón Palace Visco,muelles,"31,5 cm",4,4856,"1,59",68,27,5,no,no,4855,"1,77",80,26,5,no,no,,,,,
10133,33,colchón Palace Visco,muelles,"31,5 cm",4,4983,"1,65",75,28,4,si,no,4982,"1,85",82,24,4,si,no,,,,,
11240,33,colchón Palace Visco,muelles,"31,5 cm",4,4999,"1,72",75,25,5,no,no,4998,"1,92",102,28,5,no,no,,,,,
12181,33,colchón Palace Visco,muelles,32 cm,4,,,,,,,,4802,"1,75",90,29,4,no,no,,,,,
16049,33,colchón Palace Visco,muelles,32 cm,4,,,,,,,,,,,,,,,2484,"1,5",40,18,5
16874,33,colchón Palace Visco,muelles,32 cm,4,2562,"1,6",60,23,5,no,no,2561,"1,9",110,30,5,no,no,,,,,
17987,33,colchón Palace Visco,muelles,32 cm,4,,,,,,,,2576,"1,75",90,29,5,no,no,,,,,
18002,33,colchón Palace Visco,muelles,32 cm,4,2564,"1,6",60,23,5,no,no,2563,"1,75",70,23,5,no,no,,,,,
18273,33,colchón Palace Visco,muelles,29 cm,4,,,,,,,,2565,"1,95",95,25,"4,5",no,no,,,,,
18368,33,colchón Palace Visco,muelles,32 cm,4,,,,,,,,,,,,,,,2765,"1,2",16,11,4
18567,33,colchón Palace Visco,muelles,32 cm,4,2714,"1,7",65,22,5,no,no,2713,"1,8",75,23,5,no,no,,,,,
18702,33,colchón Palace Visco,muelles,32 cm,4,2741,"1,69",130,46,5,no,no,,,,,,,,,,,,
19049,33,colchón Palace Visco,muelles,32 cm,4,2733,"1,7",70,24,5,no,no,2732,"1,7",100,35,5,no,no,,,,,
19542,33,colchón Palace Visco,muelles,32 cm,4,2769,"1,75",65,21,5,no,no,2770,"1,75",75,24,5,no,no,,,,,
